회차,추첨일,당첨번호 1,2,3,4,5,6
6/26/2015,2015-06-26,1,4,5,11,21,26
6/24/2015,2015-06-24,11,12,15,26,28,31
6/22/2015,2015-06-22,1,7,12,19,23,43
6/19/2015,2015-06-19,3,7,8,20,27,45
6/17/2015,2015-06-17,3,14,21,25,36,45
6/15/2015,2015-06-15,19,21,25,31,33,41
6/12/2015,2015-06-12,3,5,25,29,35,41
6/10/2015,2015-06-10,2,7,11,30,33,40
6/8/2015,2015-06-08,1,14,24,27,34,36
6/5/2015,2015-06-05,6,30,35,37,39,41
6/3/2015,2015-06-03,3,8,14,17,20,34
6/1/2015,2015-06-01,5,15,23,24,32,38
5/29/2015,2015-05-29,11,12,26,27,39,44
5/27/2015,2015-05-27,2,6,13,21,28,31
5/25/2015,2015-05-25,2,8,10,22,27,29
5/22/2015,2015-05-22,7,8,18,19,27,28
5/20/2015,2015-05-20,7,11,14,23,26,43
5/18/2015,2015-05-18,4,11,13,33,41,43
5/15/2015,2015-05-15,5,6,9,33,36,44
5/13/2015,2015-05-13,8,12,17,21,24,27
5/11/2015,2015-05-11,2,23,26,33,36,39
5/8/2015,2015-05-08,2,5,8,22,28,40
5/6/2015,2015-05-06,1,7,9,11,19,24
5/4/2015,2015-05-04,5,11,13,17,20,44
5/1/2015,2015-05-01,1,8,21,31,34,37
4/29/2015,2015-04-29,5,12,14,20,24,42
4/27/2015,2015-04-27,11,15,17,28,29,45
4/24/2015,2015-04-24,10,16,19,20,31,39
4/22/2015,2015-04-22,9,15,21,26,34,45
4/20/2015,2015-04-20,2,3,8,25,29,39
4/17/2015,2015-04-17,4,5,13,16,30,39
4/15/2015,2015-04-15,5,11,16,33,34,41
4/13/2015,2015-04-13,2,8,11,27,29,36
4/10/2015,2015-04-10,14,16,20,26,39,45
4/8/2015,2015-04-08,3,13,14,20,24,39
4/6/2015,2015-04-06,12,15,16,17,27,28
4/1/2015,2015-04-01,1,8,25,34,38,44
3/30/2015,2015-03-30,19,24,27,34,41,42
3/27/2015,2015-03-27,2,10,11,16,27,30
3/25/2015,2015-03-25,1,7,12,31,41,45
3/23/2015,2015-03-23,5,8,10,11,30,35
3/20/2015,2015-03-20,2,3,14,22,29,30
3/18/2015,2015-03-18,2,12,13,17,33,40
3/16/2015,2015-03-16,6,21,26,39,43,45
3/13/2015,2015-03-13,3,5,39,40,42,45
3/11/2015,2015-03-11,6,13,17,24,29,45
3/9/2015,2015-03-09,4,18,21,23,25,44
3/6/2015,2015-03-06,7,11,13,16,18,29
3/4/2015,2015-03-04,3,10,16,28,34,38
3/2/2015,2015-03-02,2,4,25,37,41,44
2/27/2015,2015-02-27,2,3,7,14,33,37
2/25/2015,2015-02-25,12,18,21,23,39,43
2/23/2015,2015-02-23,6,13,19,26,37,41
2/20/2015,2015-02-20,1,9,15,30,37,41
2/18/2015,2015-02-18,5,11,17,22,31,45
2/16/2015,2015-02-16,6,17,23,31,41,42
2/13/2015,2015-02-13,5,12,18,21,36,38
2/11/2015,2015-02-11,7,10,11,17,26,29
2/9/2015,2015-02-09,7,11,12,13,32,35
2/6/2015,2015-02-06,4,6,13,31,41,44
2/4/2015,2015-02-04,1,6,10,25,34,43
2/2/2015,2015-02-02,4,12,13,15,19,29
1/30/2015,2015-01-30,5,23,28,30,34,44
1/28/2015,2015-01-28,8,9,11,25,41,45
1/26/2015,2015-01-26,8,20,33,37,38,44
1/23/2015,2015-01-23,11,14,18,32,37,38
1/21/2015,2015-01-21,5,11,15,28,30,40
1/19/2015,2015-01-19,7,23,28,37,42,43
1/16/2015,2015-01-16,2,8,17,20,21,42
1/14/2015,2015-01-14,9,12,25,28,35,45
1/12/2015,2015-01-12,12,14,19,31,40,42
1/9/2015,2015-01-09,12,18,24,28,31,32
1/7/2015,2015-01-07,7,19,24,25,40,45
1/5/2015,2015-01-05,4,29,31,40,41,45
1/2/2015,2015-01-02,8,27,31,33,35,43
12/31/2014,2014-12-31,21,26,32,33,39,45
12/29/2014,2014-12-29,1,8,9,19,29,36
12/26/2014,2014-12-26,1,14,19,22,27,36
12/24/2014,2014-12-24,2,5,8,15,22,44
12/22/2014,2014-12-22,1,3,12,26,33,37
12/19/2014,2014-12-19,3,4,13,27,35,41
12/17/2014,2014-12-17,18,23,33,37,41,43
12/15/2014,2014-12-15,1,4,16,18,20,31
12/12/2014,2014-12-12,4,12,18,23,30,33
12/10/2014,2014-12-10,7,13,22,25,29,35
12/8/2014,2014-12-08,8,9,13,17,27,28
12/5/2014,2014-12-05,17,19,22,28,29,44
12/3/2014,2014-12-03,5,9,11,14,23,28
12/1/2014,2014-12-01,1,17,18,31,36,41
11/28/2014,2014-11-28,3,5,7,26,28,36
11/26/2014,2014-11-26,10,14,18,22,24,30
11/24/2014,2014-11-24,2,15,16,34,40,41
11/21/2014,2014-11-21,3,9,10,18,21,35
11/19/2014,2014-11-19,16,27,29,30,35,45
11/17/2014,2014-11-17,5,8,31,36,40,43
11/14/2014,2014-11-14,17,28,34,36,39,44
11/12/2014,2014-11-12,1,5,10,27,30,44
11/10/2014,2014-11-10,2,17,23,26,36,44
11/7/2014,2014-11-07,11,12,19,28,38,40
11/5/2014,2014-11-05,2,12,24,25,43,44
11/3/2014,2014-11-03,3,21,26,28,41,42
10/31/2014,2014-10-31,21,24,35,36,37,43
10/29/2014,2014-10-29,1,6,19,28,35,40
10/27/2014,2014-10-27,4,8,19,33,34,40
10/24/2014,2014-10-24,2,3,7,11,18,31
10/22/2014,2014-10-22,5,17,21,24,33,40
10/20/2014,2014-10-20,5,7,8,16,29,33
10/17/2014,2014-10-17,13,21,28,30,31,43
10/15/2014,2014-10-15,1,3,12,26,34,37
10/13/2014,2014-10-13,5,7,26,27,30,44
10/10/2014,2014-10-10,6,9,24,28,30,32
10/8/2014,2014-10-08,5,6,8,16,17,40
10/6/2014,2014-10-06,5,13,16,24,29,45
10/3/2014,2014-10-03,1,10,17,21,38,41
10/1/2014,2014-10-01,4,6,14,25,30,37
9/29/2014,2014-09-29,3,5,21,31,40,42
9/26/2014,2014-09-26,2,6,19,21,42,43
9/24/2014,2014-09-24,6,15,24,33,34,40
9/22/2014,2014-09-22,10,14,15,19,28,29
9/19/2014,2014-09-19,1,10,26,33,37,42
9/17/2014,2014-09-17,11,12,20,23,30,33
9/15/2014,2014-09-15,13,19,24,30,34,42
9/12/2014,2014-09-12,5,6,8,20,21,27
9/10/2014,2014-09-10,1,2,9,12,25,43
9/8/2014,2014-09-08,2,15,24,29,37,41
9/5/2014,2014-09-05,15,18,22,28,42,44
9/3/2014,2014-09-03,13,19,25,30,34,41
9/1/2014,2014-09-01,19,20,30,35,41,44
8/29/2014,2014-08-29,10,18,20,38,41,45
8/27/2014,2014-08-27,19,28,29,34,35,43
8/25/2014,2014-08-25,22,28,33,34,37,38
8/22/2014,2014-08-22,1,2,13,33,37,45
8/20/2014,2014-08-20,21,22,36,37,39,45
8/18/2014,2014-08-18,4,12,26,28,42,43
8/15/2014,2014-08-15,4,20,34,35,42,44
8/13/2014,2014-08-13,4,19,28,34,38,45
8/11/2014,2014-08-11,9,10,11,31,32,42
8/8/2014,2014-08-08,10,11,12,29,35,41
8/6/2014,2014-08-06,7,17,21,22,41,44
8/4/2014,2014-08-04,1,2,16,17,18,44
8/1/2014,2014-08-01,28,29,36,37,40,45
7/30/2014,2014-07-30,23,29,35,36,43,44
7/28/2014,2014-07-28,13,18,23,26,33,42
7/25/2014,2014-07-25,2,4,5,25,29,33
7/23/2014,2014-07-23,5,12,14,16,33,44
7/21/2014,2014-07-21,7,8,15,20,27,38
7/18/2014,2014-07-18,2,24,25,29,33,36
7/16/2014,2014-07-16,1,11,14,26,43,44
7/14/2014,2014-07-14,7,9,19,24,35,43
7/11/2014,2014-07-11,10,17,35,40,41,44
7/9/2014,2014-07-09,12,19,34,40,42,43
7/7/2014,2014-07-07,1,6,7,21,23,31
7/4/2014,2014-07-04,5,11,12,35,37,39
7/2/2014,2014-07-02,6,17,20,31,34,42
6/30/2014,2014-06-30,5,8,18,19,28,43
6/27/2014,2014-06-27,8,9,17,19,30,36
6/25/2014,2014-06-25,4,5,23,28,38,45
6/23/2014,2014-06-23,3,12,16,19,41,45
6/20/2014,2014-06-20,1,17,19,23,31,37
6/18/2014,2014-06-18,8,12,17,18,24,45
6/16/2014,2014-06-16,9,19,20,29,34,41
6/13/2014,2014-06-13,1,4,13,21,39,45
6/11/2014,2014-06-11,4,18,20,33,35,38
6/9/2014,2014-06-09,19,22,30,31,35,40
6/6/2014,2014-06-06,19,25,28,31,38,39
6/4/2014,2014-06-04,2,4,8,19,29,36
6/2/2014,2014-06-02,2,16,17,21,25,37
5/30/2014,2014-05-30,15,23,27,37,39,44
5/28/2014,2014-05-28,3,4,29,31,32,37
5/26/2014,2014-05-26,10,14,20,21,25,28
5/23/2014,2014-05-23,7,14,21,27,31,42
5/21/2014,2014-05-21,4,16,24,34,40,44
5/19/2014,2014-05-19,17,18,20,34,38,43
5/16/2014,2014-05-16,5,9,10,19,23,37
5/14/2014,2014-05-14,4,9,28,29,35,44
5/12/2014,2014-05-12,16,18,26,31,36,37
5/9/2014,2014-05-09,11,19,26,28,40,42
5/7/2014,2014-05-07,12,18,28,33,37,39
5/5/2014,2014-05-05,8,14,17,34,36,41
5/2/2014,2014-05-02,9,11,28,38,41,44
4/30/2014,2014-04-30,6,15,16,22,24,26
4/28/2014,2014-04-28,17,19,21,32,39,43
4/25/2014,2014-04-25,1,7,15,18,22,31
4/23/2014,2014-04-23,5,13,15,27,34,40
4/21/2014,2014-04-21,31,36,37,38,41,45
4/16/2014,2014-04-16,5,6,22,33,36,40
4/14/2014,2014-04-14,6,10,12,16,18,30
4/11/2014,2014-04-11,6,15,28,42,43,44
4/9/2014,2014-04-09,2,7,12,20,36,39
4/7/2014,2014-04-07,3,14,19,26,31,45
4/4/2014,2014-04-04,3,5,8,23,27,36
4/2/2014,2014-04-02,7,11,13,19,24,34
3/31/2014,2014-03-31,14,18,22,27,38,39
3/28/2014,2014-03-28,11,14,21,26,27,45
3/26/2014,2014-03-26,15,21,31,32,34,44
3/24/2014,2014-03-24,9,11,15,19,31,45
3/21/2014,2014-03-21,11,15,21,29,35,37
3/19/2014,2014-03-19,4,12,19,28,39,41
3/17/2014,2014-03-17,3,4,15,25,27,39
3/14/2014,2014-03-14,5,7,16,32,39,44
3/12/2014,2014-03-12,2,7,8,15,21,32
3/10/2014,2014-03-10,8,20,23,27,34,44
3/7/2014,2014-03-07,5,19,24,28,34,36
3/5/2014,2014-03-05,3,25,33,34,43,44
3/3/2014,2014-03-03,4,7,8,18,25,36
2/28/2014,2014-02-28,7,16,17,19,29,44
2/26/2014,2014-02-26,7,14,23,27,31,37
2/24/2014,2014-02-24,4,9,10,20,37,42
2/21/2014,2014-02-21,3,8,31,40,42,43
2/19/2014,2014-02-19,6,14,16,28,42,44
2/17/2014,2014-02-17,12,14,15,16,23,37
2/14/2014,2014-02-14,2,10,14,31,33,38
2/12/2014,2014-02-12,1,4,18,23,25,39
2/10/2014,2014-02-10,13,15,18,22,28,41
2/7/2014,2014-02-07,3,6,18,23,29,43
2/5/2014,2014-02-05,1,11,17,21,38,44
2/3/2014,2014-02-03,4,7,9,30,32,39
1/31/2014,2014-01-31,7,14,16,19,32,38
1/29/2014,2014-01-29,2,15,17,20,39,45
1/27/2014,2014-01-27,2,6,8,15,33,36
1/24/2014,2014-01-24,3,9,18,22,39,41
1/22/2014,2014-01-22,13,23,24,31,34,37
1/20/2014,2014-01-20,5,7,16,28,30,41
1/17/2014,2014-01-17,13,17,26,35,43,45
1/15/2014,2014-01-15,10,13,20,28,38,40
1/13/2014,2014-01-13,11,21,25,29,32,34
1/10/2014,2014-01-10,2,23,25,34,35,44
1/8/2014,2014-01-08,4,12,16,19,22,36
1/6/2014,2014-01-06,1,4,24,33,34,39
1/3/2014,2014-01-03,19,24,30,33,34,39
12/30/2013,2013-12-30,1,2,11,26,29,41
12/27/2013,2013-12-27,15,21,26,27,29,45
12/23/2013,2013-12-23,6,9,24,32,34,36
12/20/2013,2013-12-20,2,22,26,28,38,42
12/18/2013,2013-12-18,1,5,19,21,40,42
12/16/2013,2013-12-16,2,22,23,25,26,44
12/13/2013,2013-12-13,19,27,34,35,38,45
12/11/2013,2013-12-11,5,6,23,31,34,43
12/9/2013,2013-12-09,2,4,24,28,42,43
12/6/2013,2013-12-06,19,21,34,35,38,44
12/4/2013,2013-12-04,18,24,26,28,32,37
12/2/2013,2013-12-02,2,5,13,20,22,43
11/29/2013,2013-11-29,4,6,31,33,37,45
11/27/2013,2013-11-27,3,15,16,37,38,43
11/25/2013,2013-11-25,3,5,6,34,37,42
11/22/2013,2013-11-22,6,10,29,32,37,40
11/20/2013,2013-11-20,7,8,20,25,32,44
11/18/2013,2013-11-18,10,17,21,26,28,30
11/15/2013,2013-11-15,1,7,16,23,25,45
11/13/2013,2013-11-13,7,8,10,20,30,45
11/11/2013,2013-11-11,4,19,24,31,33,36
11/8/2013,2013-11-08,4,8,11,16,27,29
11/6/2013,2013-11-06,1,12,25,27,28,37
11/4/2013,2013-11-04,7,11,23,24,25,38
11/1/2013,2013-11-01,1,4,8,10,29,31
10/30/2013,2013-10-30,16,20,24,33,37,45
10/28/2013,2013-10-28,10,17,18,33,44,45
10/25/2013,2013-10-25,1,6,9,14,20,30
10/23/2013,2013-10-23,4,12,26,31,34,44
10/21/2013,2013-10-21,4,11,12,26,29,38
10/18/2013,2013-10-18,12,17,18,28,29,43
10/16/2013,2013-10-16,1,6,9,35,36,41
10/14/2013,2013-10-14,1,5,13,15,31,41
10/11/2013,2013-10-11,11,15,20,25,26,41
10/9/2013,2013-10-09,13,19,21,31,42,44
10/7/2013,2013-10-07,8,13,16,20,26,39
10/4/2013,2013-10-04,2,8,12,14,39,42
10/2/2013,2013-10-02,21,25,26,30,33,45
9/30/2013,2013-09-30,11,22,23,24,42,45
9/27/2013,2013-09-27,5,10,23,26,28,45
9/25/2013,2013-09-25,12,17,18,27,29,44
9/23/2013,2013-09-23,1,16,29,34,40,45
9/20/2013,2013-09-20,2,9,13,31,33,36
9/18/2013,2013-09-18,2,12,16,17,19,31
9/16/2013,2013-09-16,6,11,19,27,29,34
9/13/2013,2013-09-13,1,13,16,19,22,39
9/11/2013,2013-09-11,1,2,4,8,24,42
9/9/2013,2013-09-09,1,23,25,33,37,43
9/6/2013,2013-09-06,1,26,31,33,37,44
9/4/2013,2013-09-04,7,8,11,31,34,36
9/2/2013,2013-09-02,1,5,11,13,21,33
8/30/2013,2013-08-30,8,10,17,18,37,39
8/28/2013,2013-08-28,11,15,27,28,30,39
8/26/2013,2013-08-26,2,4,9,15,27,39
8/23/2013,2013-08-23,13,15,18,26,29,34
8/21/2013,2013-08-21,6,7,13,15,19,33
8/19/2013,2013-08-19,6,9,14,24,28,40
8/16/2013,2013-08-16,9,16,18,24,33,45
8/14/2013,2013-08-14,11,19,23,32,37,41
8/12/2013,2013-08-12,7,12,26,30,32,44
8/9/2013,2013-08-09,10,22,23,28,34,42
8/7/2013,2013-08-07,4,9,27,33,41,44
8/5/2013,2013-08-05,2,8,10,15,23,35
8/2/2013,2013-08-02,13,23,26,33,40,42
7/31/2013,2013-07-31,4,11,13,33,39,43
7/29/2013,2013-07-29,5,13,16,21,23,31
7/26/2013,2013-07-26,4,12,29,33,36,37
7/24/2013,2013-07-24,4,7,15,21,39,41
7/22/2013,2013-07-22,6,10,11,38,41,42
7/19/2013,2013-07-19,10,15,31,32,33,38
7/17/2013,2013-07-17,11,19,20,24,25,33
7/15/2013,2013-07-15,4,5,12,18,19,27
7/12/2013,2013-07-12,6,9,11,24,34,45
7/10/2013,2013-07-10,3,9,17,21,41,45
7/8/2013,2013-07-08,3,17,21,24,38,39
7/5/2013,2013-07-05,1,17,27,28,29,38
7/3/2013,2013-07-03,7,17,23,26,32,40
7/1/2013,2013-07-01,6,11,15,23,40,45
6/28/2013,2013-06-28,1,18,19,20,32,42
6/26/2013,2013-06-26,16,17,18,21,37,38
6/24/2013,2013-06-24,12,22,23,28,29,41
6/21/2013,2013-06-21,7,15,20,26,30,45
6/19/2013,2013-06-19,16,18,24,25,37,41
6/17/2013,2013-06-17,3,5,27,34,38,42
6/14/2013,2013-06-14,2,4,5,24,27,41
6/12/2013,2013-06-12,20,23,25,26,37,40
6/10/2013,2013-06-10,3,4,12,30,35,39
6/7/2013,2013-06-07,4,7,28,31,34,43
6/5/2013,2013-06-05,1,7,10,17,25,26
6/3/2013,2013-06-03,4,16,20,21,31,45
5/31/2013,2013-05-31,5,6,10,11,39,40
5/29/2013,2013-05-29,15,17,24,31,35,44
5/27/2013,2013-05-27,3,4,7,15,21,39
5/24/2013,2013-05-24,4,26,36,38,39,44
5/22/2013,2013-05-22,4,30,31,38,41,44
5/20/2013,2013-05-20,7,10,19,21,22,28
5/17/2013,2013-05-17,2,4,17,23,33,41
5/15/2013,2013-05-15,4,12,21,29,31,37
5/13/2013,2013-05-13,7,24,31,33,37,42
5/10/2013,2013-05-10,2,3,22,24,27,30
5/8/2013,2013-05-08,8,19,23,29,39,42
5/6/2013,2013-05-06,30,33,35,36,42,45
5/3/2013,2013-05-03,3,4,16,18,25,39
5/1/2013,2013-05-01,12,21,31,32,36,37
4/29/2013,2013-04-29,9,14,17,21,34,37
4/26/2013,2013-04-26,1,9,21,22,39,40
4/24/2013,2013-04-24,19,26,30,31,37,41
4/22/2013,2013-04-22,1,9,13,15,37,44
4/19/2013,2013-04-19,13,25,30,31,38,39
4/17/2013,2013-04-17,2,7,27,30,33,45
4/15/2013,2013-04-15,18,26,30,41,42,44
4/12/2013,2013-04-12,2,15,16,29,35,36
4/10/2013,2013-04-10,3,22,35,36,39,45
4/8/2013,2013-04-08,5,20,22,27,33,40
4/5/2013,2013-04-05,1,12,29,32,40,41
4/3/2013,2013-04-03,13,20,22,23,25,35
4/1/2013,2013-04-01,27,28,34,37,42,43
3/27/2013,2013-03-27,6,7,15,24,31,40
3/25/2013,2013-03-25,2,13,16,33,36,44
3/22/2013,2013-03-22,14,23,24,26,33,35
3/20/2013,2013-03-20,16,21,24,29,41,45
3/18/2013,2013-03-18,3,8,11,16,21,29
3/15/2013,2013-03-15,7,21,28,34,35,39
3/13/2013,2013-03-13,11,13,17,27,32,34
3/11/2013,2013-03-11,7,8,13,20,28,34
3/8/2013,2013-03-08,3,4,8,14,17,23
3/6/2013,2013-03-06,8,16,18,22,41,45
3/4/2013,2013-03-04,6,10,30,35,37,38
3/1/2013,2013-03-01,13,16,17,35,37,42
2/27/2013,2013-02-27,2,28,30,31,33,34
2/25/2013,2013-02-25,9,14,17,27,30,31
2/22/2013,2013-02-22,4,9,15,35,37,41
2/20/2013,2013-02-20,3,6,26,28,35,41
2/18/2013,2013-02-18,3,9,13,16,17,27
2/15/2013,2013-02-15,8,17,22,24,39,40
2/13/2013,2013-02-13,1,17,24,25,33,39
2/11/2013,2013-02-11,2,3,7,11,20,44
2/8/2013,2013-02-08,9,14,16,25,32,33
2/6/2013,2013-02-06,6,19,22,32,39,41
2/4/2013,2013-02-04,2,14,26,32,41,45
2/1/2013,2013-02-01,14,22,26,40,42,45
1/30/2013,2013-01-30,8,15,19,20,21,23
1/28/2013,2013-01-28,3,15,17,23,37,44
1/25/2013,2013-01-25,6,19,27,29,34,45
1/23/2013,2013-01-23,12,18,19,21,38,43
1/21/2013,2013-01-21,2,11,24,25,34,40
1/18/2013,2013-01-18,5,16,17,25,28,38
1/16/2013,2013-01-16,11,15,28,31,34,45
1/14/2013,2013-01-14,7,15,19,28,33,42
1/11/2013,2013-01-11,16,23,24,30,34,36
1/9/2013,2013-01-09,2,22,27,35,41,45
1/7/2013,2013-01-07,4,15,21,22,38,44
1/4/2013,2013-01-04,9,19,28,33,34,45
1/2/2013,2013-01-02,1,6,8,38,41,44
12/31/2012,2012-12-31,1,5,8,13,17,23
12/28/2012,2012-12-28,3,10,13,19,22,31
12/26/2012,2012-12-26,2,7,10,11,30,38
12/24/2012,2012-12-24,1,2,3,10,24,35
12/21/2012,2012-12-21,17,26,27,28,29,35
12/19/2012,2012-12-19,6,10,14,17,22,26
12/17/2012,2012-12-17,21,22,29,31,38,39
12/14/2012,2012-12-14,6,19,21,22,26,39
12/12/2012,2012-12-12,1,22,24,25,28,37
12/10/2012,2012-12-10,6,11,23,25,36,43
12/7/2012,2012-12-07,10,15,20,28,29,37
12/5/2012,2012-12-05,4,9,12,20,38,41
12/3/2012,2012-12-03,3,4,9,14,18,26
11/30/2012,2012-11-30,4,23,31,33,35,45
11/28/2012,2012-11-28,8,12,14,20,21,22
11/26/2012,2012-11-26,2,8,19,26,27,34
11/23/2012,2012-11-23,1,8,13,27,30,36
11/21/2012,2012-11-21,13,14,20,37,44,45
11/19/2012,2012-11-19,22,25,33,34,36,40
11/16/2012,2012-11-16,12,22,32,33,35,36
11/14/2012,2012-11-14,7,8,12,19,26,35
11/12/2012,2012-11-12,4,16,21,36,41,42
11/9/2012,2012-11-09,7,16,28,33,36,40
11/7/2012,2012-11-07,8,15,26,29,43,44
11/5/2012,2012-11-05,2,13,24,27,44,45
11/2/2012,2012-11-02,1,9,15,27,32,37
10/31/2012,2012-10-31,1,17,20,21,32,44
10/29/2012,2012-10-29,4,10,31,32,35,39
10/26/2012,2012-10-26,5,12,24,27,32,39
10/24/2012,2012-10-24,10,14,18,25,27,36
10/22/2012,2012-10-22,6,7,9,25,29,37
10/19/2012,2012-10-19,1,2,17,22,27,33
10/17/2012,2012-10-17,2,18,25,27,28,31
10/15/2012,2012-10-15,26,33,36,39,40,42
10/12/2012,2012-10-12,7,9,10,16,28,30
10/10/2012,2012-10-10,10,12,17,23,31,42
10/8/2012,2012-10-08,12,17,19,34,40,41
10/5/2012,2012-10-05,3,6,7,25,44,45
10/3/2012,2012-10-03,2,5,12,13,23,36
10/1/2012,2012-10-01,7,14,20,33,35,42
9/28/2012,2012-09-28,19,27,32,41,43,44
9/26/2012,2012-09-26,4,6,16,19,34,45
9/24/2012,2012-09-24,3,10,13,17,22,35
9/21/2012,2012-09-21,7,10,14,17,26,45
9/19/2012,2012-09-19,1,3,10,12,31,42
9/17/2012,2012-09-17,7,15,18,19,34,40
9/14/2012,2012-09-14,5,6,25,26,30,43
9/12/2012,2012-09-12,2,9,18,27,32,34
9/10/2012,2012-09-10,2,13,17,19,26,37
9/7/2012,2012-09-07,6,22,27,32,38,43
9/5/2012,2012-09-05,6,9,14,17,25,42
9/3/2012,2012-09-03,6,11,27,32,35,38
8/31/2012,2012-08-31,2,10,14,24,33,45
8/29/2012,2012-08-29,3,12,25,33,34,42
8/27/2012,2012-08-27,5,10,14,24,25,36
8/24/2012,2012-08-24,10,29,30,31,37,38
8/22/2012,2012-08-22,10,17,19,20,28,31
8/20/2012,2012-08-20,5,13,21,22,27,30
8/17/2012,2012-08-17,1,4,8,33,37,44
8/15/2012,2012-08-15,12,15,19,40,41,45
8/13/2012,2012-08-13,12,13,16,27,29,38
8/10/2012,2012-08-10,1,15,16,34,39,43
8/8/2012,2012-08-08,14,15,16,17,20,34
8/6/2012,2012-08-06,2,5,21,27,34,42
8/3/2012,2012-08-03,1,10,16,31,40,41
8/1/2012,2012-08-01,5,14,17,19,36,37
7/30/2012,2012-07-30,13,19,21,41,42,44
7/27/2012,2012-07-27,8,10,14,15,23,39
7/25/2012,2012-07-25,4,5,8,12,19,27
7/23/2012,2012-07-23,7,12,23,27,29,34
7/20/2012,2012-07-20,5,30,33,36,37,44
7/18/2012,2012-07-18,2,4,9,18,27,28
7/16/2012,2012-07-16,3,16,22,27,34,35
7/13/2012,2012-07-13,23,25,27,29,31,43
7/11/2012,2012-07-11,2,7,10,23,33,36
7/9/2012,2012-07-09,5,6,19,21,26,32
7/6/2012,2012-07-06,4,11,20,43,44,45
7/4/2012,2012-07-04,2,17,30,32,37,43
7/2/2012,2012-07-02,6,11,22,25,30,35
6/29/2012,2012-06-29,13,18,19,22,26,37
6/27/2012,2012-06-27,8,13,23,32,36,41
6/25/2012,2012-06-25,2,4,10,15,23,37
6/22/2012,2012-06-22,13,18,23,26,28,43
6/20/2012,2012-06-20,18,20,29,32,37,44
6/18/2012,2012-06-18,2,3,5,7,35,45
6/15/2012,2012-06-15,1,3,13,15,28,36
6/13/2012,2012-06-13,14,16,17,21,24,38
6/11/2012,2012-06-11,7,12,18,32,36,41
6/8/2012,2012-06-08,11,12,15,19,34,36
6/6/2012,2012-06-06,12,28,32,34,40,45
6/4/2012,2012-06-04,12,14,19,31,37,38
6/1/2012,2012-06-01,4,16,17,28,33,38
5/30/2012,2012-05-30,17,30,37,40,42,45
5/28/2012,2012-05-28,19,22,26,27,31,32
5/25/2012,2012-05-25,9,13,16,25,30,38
5/23/2012,2012-05-23,3,17,27,29,30,32
5/21/2012,2012-05-21,1,15,22,23,27,33
5/18/2012,2012-05-18,3,16,17,18,20,31
5/16/2012,2012-05-16,13,34,37,39,41,44
5/14/2012,2012-05-14,7,11,18,26,32,38
5/11/2012,2012-05-11,3,10,17,26,30,38
5/9/2012,2012-05-09,1,4,5,9,21,28
5/7/2012,2012-05-07,10,16,20,24,38,42
5/4/2012,2012-05-04,1,5,19,24,30,41
5/2/2012,2012-05-02,4,13,14,27,28,44
4/30/2012,2012-04-30,7,20,25,34,36,37
4/27/2012,2012-04-27,1,5,8,15,32,40
4/25/2012,2012-04-25,7,14,20,27,38,44
4/23/2012,2012-04-23,7,9,13,21,32,37
4/20/2012,2012-04-20,14,30,34,36,38,41
4/18/2012,2012-04-18,11,15,25,33,40,41
4/16/2012,2012-04-16,3,5,6,22,39,45
4/13/2012,2012-04-13,12,17,25,28,33,43
4/11/2012,2012-04-11,28,29,32,41,43,44
4/9/2012,2012-04-09,14,15,23,27,32,38
4/4/2012,2012-04-04,4,6,28,33,35,37
4/2/2012,2012-04-02,1,6,16,25,34,36
3/30/2012,2012-03-30,4,6,7,13,21,40
3/28/2012,2012-03-28,3,11,15,27,41,45
3/26/2012,2012-03-26,6,17,23,26,35,37
3/23/2012,2012-03-23,5,6,16,17,25,40
3/21/2012,2012-03-21,5,14,23,25,31,35
3/19/2012,2012-03-19,4,5,24,30,42,45
3/16/2012,2012-03-16,4,24,38,42,43,45
3/14/2012,2012-03-14,9,13,23,24,26,31
3/12/2012,2012-03-12,2,6,8,13,22,23
3/9/2012,2012-03-09,7,10,29,37,39,40
3/7/2012,2012-03-07,1,4,8,10,13,31
3/5/2012,2012-03-05,10,12,14,22,36,45
3/2/2012,2012-03-02,6,13,20,21,32,41
2/29/2012,2012-02-29,5,12,26,33,43,45
2/27/2012,2012-02-27,11,16,24,27,29,34
2/24/2012,2012-02-24,13,14,20,21,32,42
2/22/2012,2012-02-22,2,9,21,22,30,37
2/20/2012,2012-02-20,7,10,17,18,21,29
2/17/2012,2012-02-17,6,9,20,22,34,40
2/15/2012,2012-02-15,8,14,28,33,34,40
2/13/2012,2012-02-13,1,4,6,7,13,41
2/10/2012,2012-02-10,8,14,17,19,20,25
2/8/2012,2012-02-08,5,10,15,30,31,42
2/6/2012,2012-02-06,1,12,15,16,23,39
2/3/2012,2012-02-03,5,8,11,23,29,34
2/1/2012,2012-02-01,3,9,16,27,28,40
1/30/2012,2012-01-30,2,6,10,11,24,26
1/27/2012,2012-01-27,2,11,22,25,26,32
1/25/2012,2012-01-25,12,19,29,31,34,43
1/23/2012,2012-01-23,5,6,24,26,40,42
1/20/2012,2012-01-20,7,22,35,36,39,44
1/18/2012,2012-01-18,3,11,15,25,33,40
1/16/2012,2012-01-16,1,12,27,35,42,44
1/13/2012,2012-01-13,6,9,17,27,35,41
1/11/2012,2012-01-11,2,5,11,19,43,45
1/9/2012,2012-01-09,20,27,30,34,38,44
